Country Name,"Country Code","Series Name","Series Code",2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Lao PDR,"LAO","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-278805903.12","-300743507.13","-634614172.402512","-709968685.749764","-860588563.786573","-1038062946.92912","-920111853.710533","-1683379972.58666","-1358019506.22958","-755524124.249368"
Latvia,"LVA","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-372158418.326118","-1411691737.49323","-919475458.849257","-494130035.322188","-349596498.12868","-669889910.960653","-90059355.4477318","-580861850.244593","-743136042.582418","-999508341.774894"
Lebanon,"LBN","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-3793230221.9322","-2200405138.59","-2081123474.7","-685389871.7","-1621802593.3","-1499077656.4","-1563742343.7","-1204975686.2","-2026788723.80327","-1752043453.93157"
Lesotho,"LSO","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-9507301.29575922","-61173319.2085146","-56653435.2330933","-50429031.3406278","-94459059.3645602","-206514459.900398","-79234548.9131339","-42168784.1137567","-40874071.9300266","-35732593.4088113"
Liberia,"LBR","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-2064680994.23868","-2086006933.33333","-2309981241.25","-1998675365.66","-501870828.620424","-232679832.473779","-311699760.322875","-247842983.01405","-129129754.833293","-86681700.4596762"
Libya,"LBY","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","938000000","131000000","2508800000","707700000","-77600000","394900000","439500000","-294500000","275600000","-101900000"
Liechtenstein,"LIE","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Lithuania,"LTU","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-995861483.601732","-1065438727.77279","-255287867.833406","-436800371.870407","188404473.209255","-680317054.687205","-264618974.686319","-932827114.814284","-260129818.336996","-1272922205.6177"
Luxembourg,"LUX","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-21630958283.065","-34637687968.27","-94508556042.45","-152344673561.262","37341977363.1392","119959130957.576","23201113452.6535","166208091800.438","-23491577697.7983","79183012225.3297"
"Macao SAR, China","MAC","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-3909355168.77615","-1389744506.63064","-2543347558.56593","-1512066055.11753","-1066297903.91767","-697159368.929453","-1941632571.43431","959452200.276327","-1769018928.63751","-5486531287.78823"
Madagascar,"MDG","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-868739719.307926","-773203075.704588","-778360509.807764","-550243247.268126","-336112072.461795","-246135354.480032","-451114994.408963","-358890886.256928","-494140097.618287","-372693195.444086"
Malawi,"MWI","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-54710315.0817077","-811806625.853616","4343665.02702991","-455562539.609941","-602822554.285853","-292852668.829506","-119915635.173725","-95239519.276026","-179252133.247551","-78754472.9379277"
Malaysia,"MYS","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","4463611679.29278","2988958790.2415","8001103526.4077","2111932221.82989","5440442808.58191","684808753.488057","-3372772123.4964","-3760088630.04334","-2539145749.3555","-1626970694.77508"
Maldives,"MDV","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-216468945.675274","-423530663.953749","-227976866.718899","-360816336.210787","-333375218.034334","-297975993.392527","-456639057.30469","-457808313.566538","-575658028.152192","-956153655.974051"
Mali,"MLI","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-398504253.989805","-551768800.989602","-381915056.592485","-304998357.57981","-143408546.989009","-193076329.511938","-259284673.750483","-546884178.726916","-466777842.626839","NA"
Malta,"MLT","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-5915461797.19086","-12184948810.8852","-11577188677.92","-9280562795.71736","-8869926227.81762","-10232703292.3803","-9410911823.22092","-10828869949.1914","-11581806783.0357","-10868221423.6604"
Marshall Islands,"MHL","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","9356673.13181814","4380881.13767906","-21373811.8080675","-32548149.3245913","-9047685.07797494","5393638.49927042","3055847.4488757","-5835497.47968519","-9752051.36249508","NA"
Mauritania,"MRT","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","NA","NA","-1386098850.60853","-1126004759.602","-502589833.81816","-501726765.733819","-271134844.997291","-588217194.758539","-772244223.86581","883561115.825519"
Mauritius,"MUS","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-13843292553.2308","988795303.557038","-5670164538.80618","-1203800951.35591","-20368994691.4444","-4506901282.31091","-8085686655.85394","-25105189393.9198","-1455993447.68401","-3545223801.82835"
Mexico,"MEX","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-12580485002","-12266709985","565107225","-32760786566","-22975321860","-24821421921","-31011579892","-30290749067","-25565060827","-23567641860"
"Micronesia, Fed. Sts.","FSM","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","0","0","0","0","-20721200","NA","NA","NA","NA","NA"
Moldova,"MDA","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-290090000","-337150000","-224600000","-211120000","-305070000","-218560000","-74110000","-138650000","-259110000","-467930000"
Monaco,"MCO","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Mongolia,"MNG","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-1629095579.21965","-4476599426.58433","-4207818064.83412","-2018717323.65064","-230686868.616296","-82911241.9430886","4170877673.22967","-1445736123.90216","-1923601321.63453","-2316369437.21563"
Montenegro,"MNE","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-731120045.705868","-538667586.969573","-590272081.65959","-428808173.30032","-469111631.636812","-687462796.042966","-411575993.609091","-549592541.483329","-379074547.518171","-341500926.127425"
Morocco,"MAR","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-660647769.957621","-2273339953.13492","-2482391450.72453","-2916210628.14207","-3094163538.98726","-2596320889.57118","-1574253170.02358","-1667949424.60087","-2763517824.5115","-827687174.65304"
Mozambique,"MOZ","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-1020588233.1084","-3580348639.05525","-5626241535.95304","-6175124642.6201","-4901790089.34221","-3866831986.83","-3093429233.066","-2293088453.90682","-1703366071.82401","-2211654426.03788"
Myanmar,"MMR","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-901133534.876797","-2519813313.27459","-1333856137.27031","-2254603965.49345","-2175015283.77713","-4083839111.71186","-3278096409.87385","-4804272487.31986","-1768195522.55912","-1735589412.93376"
Namibia,"NAM","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-282623620.701644","-790120662.46093","-1030405590.82704","-771817946.775116","-423354598.813479","-734559243.831139","-366550502.109059","-346959546.79103","-137552726.623577","185463746.220911"
Nauru,"NRU","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","3888821.00644566","8949639.10536298","8213137.27756556","5505821.42706771","-65042827.1261024","4437826.97410341","4926929.04254842","1795936.29897096","252552.55823185","NA"
Nepal,"NPL","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-87741711.6305985","-94022157.1167852","-91954196.0964528","-74179632.6147952","-30402676.784735","-51895699.9282915","-105996375.590659","-196265098.563575","-68261793.9439987","-185563265.634425"
Netherlands,"NLD","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","75729419313.8528","39562661576.9141","-1729062855.17988","87174417702.7803","786049364.972958","68324057281.7689","57308345334.029","59815956647.8943","71079307173.2694","42864698786.6344"
New Caledonia,"NCL","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-1363104247.70625","-1717474904.79","-2579590933.64806","-2105401195.58536","-1698732952.52742","-1145991624.77407","-702858374.056694","NA","NA","NA"
New Zealand,"NZL","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","746956268.907481","-1498708888.07246","-3937555731.20448","-1344655282.77846","-1829175238.84864","57648272.7633063","-2772739977.47833","-2470087075.63769","-1872342297.12585","-4479684443.43267"
Nicaragua,"NIC","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-474800000","-928600000","-712300000","-815000000","-982800000","-922000000","-923800000","-970900000","-762500000","-443900000"
Niger,"NER","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-1001030201.47154","-1057887435.19293","-839043544.727994","-618579130.749456","-734306061.019001","-495338338.194746","-261120239.273372","-309621924.015536","-427424869.508824","-685120079.61937"
Nigeria,"NGA","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-5114533232.94189","-8024302188.36234","-5539784715.59048","-4335423789.24745","-3079534131.89583","-1628965267.75883","-3117793413.78814","-2102144197.23168","-209678288.350171","-2019780965.80481"
North Macedonia,"MKD","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-206856816.098","-473912886.799","-165503585.327562","-304975976.334066","-261389583.67966","-230313801.403734","-349364660.855128","-198538131.478007","-713258114.342332","-403968143.516289"
Northern Mariana Islands,"MNP","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Norway,"NOR","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","8307773566.30724","2699870111.48449","-530635440.893499","13330852298.3973","19824041267.7075","14147392954.2328","25224281831.998","-2605625081.95946","20066938194.9058","-7579626021.29071"
Oman,"OMN","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","255396618.985696","-406257477.24317","-479583875.162549","-678750858.257477","69960988.2964889","2507412223.6671","-1908685305.59168","-493628088.426528","-5224967490.24707","-3749024707.41222"
Pakistan,"PAK","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-1975000000","-1264000000","-782000000","-1121000000","-1765000000","-1648000000","-2524000000","-2444000000","-1758000000","-2319000000"
Palau,"PLW","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-2685244.1157","-8326127.02949998","-21639126.3213","-18041109.837","-39860115.385","-34583158.147185","-35244866.819783","-27484632.723017","NA","NA"
Panama,"PAN","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-2406500000","-2977000000","-3484900000","-3236300000","-4129600000","-3972100000","-4557227234.94","-4314486000","-4917303177.85","-3686021035.1"
Papua New Guinea,"PNG","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-28529689.7772553","277801180.863114","64013853.4482675","-17781427.0233128","29796538.4922772","-212882713.989773","52792795.7298581","179163944.628067","-277350395.065024","NA"
Paraguay,"PRY","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-461965000","-581242000","-697081000","-245347000","-411892000","-308129751.8","-425334458.9717","-576181374.148502","-457636953.572598","-522336212.376043"
Peru,"PER","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-8018357085.08587","-7339667559.06505","-11866552934.7876","-9333690452.38221","-2823161692.24389","-8124887319.59589","-5583089860.17548","-6360423388.54578","-6946285592.17854","-6790750970.70519"
Philippines,"PHL","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","1641779591.93999","342490414.415231","957805177.311513","-90422443.464856","1014348569.10859","-99650560.9468141","-5882813656.58402","-6951710899.59074","-5832900583.81908","-5320429168.28775"
Poland,"POL","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-8879000000","-13656000000","-6031000000","-4206000000","-12977000000","-10152000000","-4398000000","-7836000000","-15285000000","-11709000000"
Portugal,"PRT","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-12304384815.873","5939898179.60633","-16850416516.889","-8650582592.8402","-8621953199.87905","-2385447344.54804","-4166477908.08427","-8405018325.81707","-6392193344.65203","-8687999451.08226"
Puerto Rico,"PRI","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Qatar,"QAT","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","NA","9170012637.36264","1444230769.23077","8861813186.81319","5707967032.96703","2952472527.47253","7128021978.02198","708791208.791209","5709065934.06593","7262912087.91209"
Romania,"ROU","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-2978138616.07564","-2313269044.87376","-3255018087.08516","-3915347492.2883","-3599990318.25456","-3287453781.97355","-4996271644.2778","-5566577167.88674","-5840119126.74388","-5441572773.22615"
Russian Federation,"RUS","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","9448500000","11767160000","-1765140000","17287630000","35050840000","15232100000","-10224570000","8199590000","22592030000","-10051630000"
Rwanda,"RWA","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-216192556.81734","-112127535.812557","-269615550.35029","-233763793.607834","-310209338.676873","-158630539.608002","-231990763.944008","-258339419.189944","-348228168.258754","-257740025.963433"
Samoa,"WSM","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-336435.068839133","-14590673.7041284","-9538724.03760693","-13693017.8996674","-18520800.3632606","-23162686.3233541","12841696.3902604","-9120707.23597865","-16676163.8496994","6495440.45641085"
San Marino,"SMR","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Sao Tome and Principe,"STP","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-50544775.6004341","-31855092.1205512","-22068739.4532264","-11252126.2197906","-22558431.0204045","-25269253.0202041","-22324985.9856618","-33886421.9546683","-21304357.0230776","-23252893.0648604"
Saudi Arabia,"SAU","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-25325858000","-12878361333.3333","-7780825000","-3921400000","-2615796666.66667","-2751098333.33333","1483622000","5860755581.51019","15005221032.3515","8984491912.09827"
Senegal,"SEN","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-264129982.85965","-291141432.594499","-220169629.742189","-278038134.406605","-375638413.402058","-377802064.408017","-248547256.819924","-505877698.327787","-795033244.560535","NA"
Serbia,"SRB","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-1500637749.94653","-4620734305.81758","-948129244.770861","-1727462620.54685","-1648820682.63121","-1998858559.502","-2102831263.07544","-2745109621.57944","-3713792631.02662","-3972929429.03219"
Seychelles,"SYC","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-153643867.485","-135322126.574041","-425567659.972869","-125293914.769219","-185227665.931975","-192959276.437493","-119285029.929172","-188937738.491584","-317937094.541712","-262028446.61632"
Sierra Leone,"SLE","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-238437480.865251","-950477791.380298","-722447405.067388","-429664580.136068","-375089628.512418","-252435829.433901","-138509469.264081","-413724476.112752","-250446053.545995","-342447726.808641"
Singapore,"SGP","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-19915243153.385","-17255458936.3221","-34830382359.0453","-19110684887.7168","-16220985754.3112","-24551342898.187","-29754774129.9112","-35903470499.8461","-61075663686.7434","-69861391944.9723"
Sint Maarten (Dutch part),"SXM","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","NA","49631284.9162011","-16253631.2849162","-43910614.5251397","-46491620.1117318","-27664804.4692737","-39268156.424581","-62069526.0949721","51836219.7988827","-54014064.452514"
Slovak Republic,"SVK","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-876088379.957723","-2733621386.16048","-3008780998.68329","272819684.739024","642121248.168715","-102094545.709385","-669237899.210614","-2726796237.36831","-1292870175.91312","-2450723015.83185"
Slovenia,"SVN","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-119592949.259308","-889966723.083529","-599751609.264868","-71937722.429953","-806715006.309476","-1404352737.77458","-968692741.564623","-565155753.700197","-1089237502.72119","-856937641.80157"
Solomon Islands,"SLB","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-163629407.112659","-116360706.740047","-21340127.4310238","-50409458.6684802","-20348944.7315539","-27508876.5557426","-35978190.5781786","-35861541.4159137","-15937008.055664","-28739378.6344866"
Somalia,"SOM","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
South Africa,"ZAF","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-3854564952.41314","-4292687424.33412","-1727159492.43132","-1712645458.10489","1900417868.97786","3993788900.72149","2275171115.05217","5390643572.87582","-1542500842.23018","-1975160486.06064"
South Sudan,"SSD","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","NA","NA","NA","NA","-1035825.73","-1180000","5880000","40561000","-60140000","2210000"
Spain,"ESP","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","1231202628.71563","18152678384.2464","-23366093922.8009","-14263389021.5768","12972045515.7736","33299356666.0441","12384254171.6048","14575952991.2939","-20511155392.2345","7403292203.35499"
Sri Lanka,"LKA","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-435059000","-895920000","-877190942.727796","-867477987.80904","-826805650.513225","-626668319.790231","-660241239.082831","-1300931667.44714","-1546187438.69213","-666103447.719643"
St. Kitts and Nevis,"KNA","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-116268480","-109632707.037037","-92419222.2222222","-110789970.37037","-151252836.698442","-133211670.096696","-124446943.737853","-42107305.1062889","-35500956.7994296","-65742910.474733"
St. Lucia,"LCA","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-121296972.592593","-80860872.2222222","-75759324.8148148","-83515042.2222222","-97876033.7121155","-128965525.35938","-149201221.240473","-58592893.7540296","-66854756.1853441","-4153383.12319793"
St. Martin (French part),"MAF","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
St. Vincent and the Grenadines,"VCT","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-97218108.8888889","-85623860.3703704","-115402246.296296","-126735012.962963","-119253177.869251","-115778056.624074","-88783801.2528674","-142521856.056395","-33973548.6484996","-75364776.1872015"
Sudan,"SDN","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-2063730997.66213","-1734376994.48388","-2311460739.75953","-1687884178.79722","-1251280889.37784","-1728373403.43067","-1063767535.33587","-1065298481.41868","-1135787164.04941","-825354992.310273"
Suriname,"SUR","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","255700000","-72895402.67","-172866773.182793","-187637617.592343","-164098415.625807","-266741455.98756","-299987139.653766","-98203020.7414537","-119190759.986423","7784676.3542593"
Sweden,"SWE","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","21497722410.9231","16794642420.5096","13221654816.0758","26576315495.9257","4819238149.80664","4645796243.7758","-14370266633.1956","11400718237.6869","13761970079.2563","6137077018.5756"
Switzerland,"CHE","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","56434469499.3967","22567340471.3326","14355288726.9079","37473010545.2364","-9548642226.03824","7382490805.01529","16413211938.6077","-90851292748.544","112318304672.105","35532197532.1338"
Syrian Arab Republic,"SYR","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-1469196863.48146","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Tajikistan,"TJK","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-93940670","-145883670","-241736370","-283140730","-326593810","-454012320","-206522955.39903","-63102921.4607952","-249150592.5477","-189597101.359297"
Tanzania,"TZA","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-1813200000","-1229361018.44368","-1799646137.43448","-2087261309.71598","-1416088064.811","-1506024896.011","-864040000","-940523072.17023","-971576866.042756","-990626173.706952"
Thailand,"THA","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-6615343921.80001","4702082849.9","1361534445.8263","-3814466006.19904","766299562.532647","-3936528344.15842","9906454564.72391","5931879643.0745","4181659338.72926","5604365378.91739"
Timor-Leste,"TLS","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-4332806.77","-82058168.54","-27715777.1833333","-43190438.9533333","-21238824.8560293","-30328700","7188000","-6715937.467148","-47925664.570816","-74580323.023"
Togo,"TGO","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-48688923.5371629","536858860.042366","298794841.058798","-204279159.423261","304949943.807464","90793247.4664581","303274601.811713","-121134497.082163","251178478.844444","-302854863.636732"
Tonga,"TON","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-4661006.00282213","-7641551.9580818","841513.978316334","-2893639.86417617","-12411564.4477618","-6568362.56265226","-5847498.60876697","6185445.02612428","-24005098.1346927","-298571.03249633"
Trinidad and Tobago,"TTO","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-549400000","26164347.6882713","2093764922.80897","1192470203.35295","-679121151.894443","-48490372.097155","-1741016.32308936","458846327.376114","765227464.68785","-69813770.227873"
Tunisia,"TUN","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-1334497694.56476","-432666011.578487","-1554269128.7808","-1058622582.18395","-1024754443.57725","-970521888.740203","-622569482.161979","-810936482.841998","-988942901.040222","-810173457.680643"
Turkey,"TUR","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-7617000000","-13812000000","-9638000000","-9927000000","-6287000000","-14167000000","-10697000000","-8339000000","-9235000000","-6323000000"
Turkmenistan,"TKM","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Turks and Caicos Islands,"TCA","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","NA","NA","NA","NA","72281000","69863000","-18048000","2290000","-93769000","NA"
Tuvalu,"TUV","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-455233.534004271","119087.670246489","-1325042.53066614","0","0","0","0","0","0","0"
Uganda,"UGA","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-506658423.45964","-906140427.587276","-1159051459.72053","-1051622922.49344","-1031546242.99492","-737369521.053034","-625558964.16212","-802400008.7555","-1055031706.52842","-1273559949.03929"
Ukraine,"UKR","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-5759000000","-7015000000","-7195000000","-4079000000","-299000000","407000000","-3794000000","-3684000000","-4460000000","-5212000000"
United Arab Emirates,"ARE","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
United Kingdom,"GBR","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-12327098017.1828","53821554014.553","-34727249184.4595","-8222267228.03089","-172805792105.635","-105510499552.5","-291904952184.513","46685075527.4551","-3576693950.22308","-50468545808.9122"
United States,"USA","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","85789000000","173119000000","126895000000","104665000000","135673000000","-209363000000","-174573000000","28590000000","-344331000000","-180008000000"
Uruguay,"URY","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-2348781860.80363","-2510898656.28219","-2240230848.59138","-3045142182.59331","-2247271202.76638","-774700169.74299","1823407397.43643","2037341253.47395","442556909.327851","-1363024329.68515"
Uzbekistan,"UZB","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-1659799355.44525","-1611410789","-741158491.424517","-687255065.174763","-804245735.750486","-1036625230.27393","-1656769546.2126","-1789180948.45184","-622675183.7872","-2313392501.93048"
Vanuatu,"VUT","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-62140006.9285598","-60321226.7933445","-59999936.5571562","-58996716.6168957","-12815752.369606","-29505200.9901399","-48102817.5988868","-37157670.7009846","-36214182.1587914","-24916657.5713643"
"Venezuela, RB","VEN","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","918000000","-6110000000","-1679000000","-1928000000","3401000000","-370000000","-27000000","NA","NA","NA"
Vietnam,"VNM","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-7100000000","-6480000000","-7168000000","-6944000000","-8050000000","-10700000000","-11600000000","-13620000000","-14902000000","-15635000000"
Virgin Islands (U.S.),"VIR","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
West Bank and Gaza,"PSE","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-121859266.492298","-477386324.439714","-29313100.0658957","-224046097.377791","27743706.7723434","-29667905.7223233","-341458101.286623","-191195726.097746","-282509581.01843","-188356868.506145"
"Yemen, Rep.","YEM","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-188641795.777668","517842928.476896","14239188.3601923","133570895.625639","233104668.580815","15444808.3545508","0","NA","NA","NA"
Zambia,"ZMB","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-633900000.000001","-1109900000","-2433397000","-1690332000","-2483800000","-1724246017.62667","-486094167.875033","-1179567675.0405","-363115724.398514","148245626.875647"
Zimbabwe,"ZWE","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","-122586666.666667","-344300000","-349850000","-373050000","-472800000","-399200000","-343013813.38","-306253061.788","-717078587.24885","-247096265.27"
