Country Name,"Country Code","Series Name","Series Code","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
Jordan,"JOR","GNI (current US$)","NY.GNP.MKTP.CD","26919156338.0282","29259642112.6761","31246533521.1268","34115848591.5493","36430882957.7465","38154482676.0563","39587480704.2254","41202622816.9014","42732450704.2254","44510374788.7324"
Kazakhstan,"KAZ","GNI (current US$)","NY.GNP.MKTP.CD","128671748240.643","164881407971.447","179881468866.125","211486852078.365","198714472819.333","172770532148.58","123828020084.171","148657300595.704","157278694859.5","158974567110.728"
Kenya,"KEN","GNI (current US$)","NY.GNP.MKTP.CD","39852460837.1238","41961912289.9467","50187342658.6663","54496759862.9401","60579806470.9482","63195105853.1145","73804795654.1785","80527208447.0786","90811072085.7321","98946140798.1175"
Kiribati,"KIR","GNI (current US$)","NY.GNP.MKTP.CD","228607138.942962","252855230.969519","287994519.995125","304492317.970083","338116722.289975","352227425.260525","317972903.216717","358337590.149266","366978598.646085","375392118.221053"
"Korea, Dem. People's Rep.","PRK","GNI (current US$)","NY.GNP.MKTP.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Korea, Rep.","KOR","GNI (current US$)","NY.GNP.MKTP.CD","1145775958189.06","1260980566404.83","1291795845928.72","1379532264105.98","1491502152786.69","1470358106629.71","1505595667963.37","1630520867999.51","1731792367105.86","1665675897739.53"
Kosovo,"XKX","GNI (current US$)","NY.GNP.MKTP.CD","5432869282.77874","6496679148.1069","6361153154.31068","6897148758.13521","7225812275.80709","6398603905.46988","6765304516.27186","7324712381.38274","8012045347.18942","8079698835.64711"
Kuwait,"KWT","GNI (current US$)","NY.GNP.MKTP.CD","124840195394.278","163057246376.812","183220078599.5","187415726375.176","178270906535.488","127259222333.001","122200264812.976","139487087701.945","156516857947.02","154471896903.821"
Kyrgyz Republic,"KGZ","GNI (current US$)","NY.GNP.MKTP.CD","4489257795.72407","5538866118.81527","6435839934.47436","6912027591.91628","7159296566.33883","6417478339.98582","6455292065.54901","7331334800.41878","8020107852.52243","8091718899.60209"
Lao PDR,"LAO","GNI (current US$)","NY.GNP.MKTP.CD","6679604405.81476","8157262170.83517","9584412356.36189","11338527568.985","12693403959.542","13784825970.2668","15228402733.3689","16170189391.765","17295080421.7904","17774087075.5155"
Latvia,"LVA","GNI (current US$)","NY.GNP.MKTP.CD","24196593794.6513","27444998699.8034","27972506725.584","30136848287.9397","31385164286.9506","27124277626.5225","28024419866.7811","30332113166.1241","33854261562.7176","33795644696.8705"
